"ID" "item" "session" "res" "correct" "type" "trial" "RT" "score" "origin" "quality" "group" "twice"
"d6dfa210" "guta8guta1" 0 0 0 "guta" "diff" 3531 1 "native" "good" 3 FALSE
"d6dfa210" "lita1lita8" 0 0 0 "lita" "diff" 3812 1 "native" "good" 3 FALSE
"d6dfa210" "lita1lita1" 0 0 1 "lita" "same" 3001 1 "native" "good" 3 FALSE
"d6dfa210" "lita8lita8" 0 0 1 "lita" "same" 3047 1 "native" "good" 3 FALSE
"d6dfa210" "lita8lita1" 0 0 0 "lita" "diff" 6414 1 "native" "good" 3 FALSE
"d6dfa210" "guta8guta1" 1 0 0 "guta" "diff" 2547 1 "native" "good" 3 FALSE
"d6dfa210" "guta1guta1" 1 0 1 "guta" "same" 3070 1 "native" "good" 3 FALSE
"d6dfa210" "guta8guta8" 1 0 1 "guta" "same" 2462 1 "native" "good" 3 FALSE
"d6dfa210" "guta1guta8" 1 0 0 "guta" "diff" 2571 1 "native" "good" 3 FALSE
"d6dfa210" "lita1lita1" 1 1 0 "lita" "same" 2624 1 "native" "good" 3 FALSE
"d6dfa210" "lita1lita8" 1 1 1 "lita" "diff" 3940 1 "native" "good" 3 FALSE
"d6dfa210" "lita8lita1" 1 1 1 "lita" "diff" 3317 1 "native" "good" 3 FALSE
"d6dfa210" "lita8lita8" 1 0 1 "lita" "same" 2999 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta1guta8" 0 0 0 "guta" "diff" 4148 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta8guta8" 0 0 1 "guta" "same" 3432 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta8guta1" 0 0 0 "guta" "diff" 3687 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta1guta1" 0 0 1 "guta" "same" 3575 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita8lita8" 0 0 1 "lita" "same" 10237 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita8lita1" 0 0 0 "lita" "diff" 6531 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita1lita1" 0 0 1 "lita" "same" 3604 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita1lita8" 0 0 0 "lita" "diff" 4390 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta1guta8" 1 1 1 "guta" "diff" 3612 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta8guta1" 1 1 1 "guta" "diff" 3436 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta1guta1" 1 0 1 "guta" "same" 3804 1 "native" "good" 3 FALSE
"c2e6ea6d" "guta8guta8" 1 0 1 "guta" "same" 3627 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita1lita8" 1 0 0 "lita" "diff" 2750 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita8lita8" 1 0 1 "lita" "same" 2733 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita8lita1" 1 0 0 "lita" "diff" 2599 1 "native" "good" 3 FALSE
"c2e6ea6d" "lita1lita1" 1 0 1 "lita" "same" 2599 1 "native" "good" 3 FALSE
"b91bd35" "guta8guta8" 0 0 1 "guta" "same" 3951 1 "native" "good" 3 FALSE
"b91bd35" "guta1guta1" 0 0 1 "guta" "same" 3577 1 "native" "good" 3 FALSE
"b91bd35" "guta1guta8" 0 0 0 "guta" "diff" 3212 1 "native" "good" 3 FALSE
"b91bd35" "guta8guta1" 0 0 0 "guta" "diff" 4841 1 "native" "good" 3 FALSE
"b91bd35" "lita1lita1" 0 0 1 "lita" "same" 3075 1 "native" "good" 3 FALSE
"b91bd35" "lita8lita8" 0 0 1 "lita" "same" 3846 1 "native" "good" 3 FALSE
"b91bd35" "lita1lita8" 0 0 0 "lita" "diff" 3148 1 "native" "good" 3 FALSE
"b91bd35" "lita8lita1" 0 0 0 "lita" "diff" 3615 1 "native" "good" 3 FALSE
"b91bd35" "guta8guta1" 1 0 0 "guta" "diff" 2545 1 "native" "good" 3 FALSE
"b91bd35" "guta1guta1" 1 0 1 "guta" "same" 2885 1 "native" "good" 3 FALSE
"b91bd35" "guta1guta8" 1 0 0 "guta" "diff" 2726 1 "native" "good" 3 FALSE
"b91bd35" "guta8guta8" 1 0 1 "guta" "same" 2681 1 "native" "good" 3 FALSE
"b91bd35" "lita1lita8" 1 0 0 "lita" "diff" 3177 1 "native" "good" 3 FALSE
"b91bd35" "lita1lita1" 1 0 1 "lita" "same" 2458 1 "native" "good" 3 FALSE
"b91bd35" "lita8lita1" 1 0 0 "lita" "diff" 2667 1 "native" "good" 3 FALSE
"b91bd35" "lita8lita8" 1 0 1 "lita" "same" 3258 1 "native" "good" 3 FALSE
"56d5bf5a" "guta8guta1" 0 0 0 "guta" "diff" 5760 1 "native" "good" 3 FALSE
"56d5bf5a" "guta1guta1" 0 0 1 "guta" "same" 10900 1 "native" "good" 3 FALSE
"56d5bf5a" "guta1guta8" 0 0 0 "guta" "diff" 13037 1 "native" "good" 3 FALSE
"56d5bf5a" "guta8guta8" 0 0 1 "guta" "same" 4888 1 "native" "good" 3 FALSE
"56d5bf5a" "lita8lita1" 0 1 1 "lita" "diff" 10640 1 "native" "good" 3 FALSE
"56d5bf5a" "lita1lita8" 0 0 0 "lita" "diff" 7457 1 "native" "good" 3 FALSE
"56d5bf5a" "lita8lita8" 0 0 1 "lita" "same" 3680 1 "native" "good" 3 FALSE
"56d5bf5a" "lita1lita1" 0 0 1 "lita" "same" 3287 1 "native" "good" 3 FALSE
"56d5bf5a" "guta1guta8" 1 1 1 "guta" "diff" 3000 1 "native" "good" 3 FALSE
"56d5bf5a" "guta8guta1" 1 1 1 "guta" "diff" 3425 1 "native" "good" 3 FALSE
"56d5bf5a" "guta8guta8" 1 0 1 "guta" "same" 4802 1 "native" "good" 3 FALSE
"56d5bf5a" "guta1guta1" 1 0 1 "guta" "same" 4845 1 "native" "good" 3 FALSE
"56d5bf5a" "lita8lita1" 1 0 0 "lita" "diff" 3827 1 "native" "good" 3 FALSE
"56d5bf5a" "lita1lita8" 1 1 1 "lita" "diff" 4165 1 "native" "good" 3 FALSE
"56d5bf5a" "lita1lita1" 1 0 1 "lita" "same" 2840 1 "native" "good" 3 FALSE
"56d5bf5a" "lita8lita8" 1 0 1 "lita" "same" 2825 1 "native" "good" 3 FALSE
"5234a02d" "guta8guta8" 0 1 0 "guta" "same" 2069 0.75 "native" "good" 3 FALSE
"5234a02d" "guta1guta1" 0 1 0 "guta" "same" 2020 0.75 "native" "good" 3 FALSE
"5234a02d" "guta8guta1" 0 1 1 "guta" "diff" 1907 0.75 "native" "good" 3 FALSE
"5234a02d" "guta1guta8" 0 1 1 "guta" "diff" 1913 0.75 "native" "good" 3 FALSE
"5234a02d" "lita1lita8" 0 1 1 "lita" "diff" 1842 0.75 "native" "good" 3 FALSE
"5234a02d" "lita8lita1" 0 1 1 "lita" "diff" 2329 0.75 "native" "good" 3 FALSE
"5234a02d" "lita1lita1" 0 1 0 "lita" "same" 2361 0.75 "native" "good" 3 FALSE
"5234a02d" "lita8lita8" 0 1 0 "lita" "same" 3100 0.75 "native" "good" 3 FALSE
"5234a02d" "guta8guta8" 1 0 1 "guta" "same" 3575 0.75 "native" "good" 3 FALSE
"5234a02d" "guta1guta8" 1 0 0 "guta" "diff" 3053 0.75 "native" "good" 3 FALSE
"5234a02d" "guta8guta1" 1 0 0 "guta" "diff" 2976 0.75 "native" "good" 3 FALSE
"5234a02d" "guta1guta1" 1 0 1 "guta" "same" 2578 0.75 "native" "good" 3 FALSE
"5234a02d" "lita1lita8" 1 0 0 "lita" "diff" 3804 0.75 "native" "good" 3 FALSE
"5234a02d" "lita1lita1" 1 0 1 "lita" "same" 3123 0.75 "native" "good" 3 FALSE
"5234a02d" "lita8lita8" 1 0 1 "lita" "same" 1211 0.75 "native" "good" 3 FALSE
"5234a02d" "lita8lita1" 1 0 0 "lita" "diff" 2269 0.75 "native" "good" 3 FALSE
"bfd040a4" "guta1guta1" 0 0 1 "guta" "same" 3407 1 "native" "good" 3 FALSE
"bfd040a4" "guta8guta1" 0 0 0 "guta" "diff" 3430 1 "native" "good" 3 FALSE
"bfd040a4" "guta8guta8" 0 0 1 "guta" "same" 8807 1 "native" "good" 3 FALSE
"bfd040a4" "guta1guta8" 0 1 1 "guta" "diff" 3542 1 "native" "good" 3 FALSE
"bfd040a4" "lita8lita1" 0 1 1 "lita" "diff" 4246 1 "native" "good" 3 FALSE
"bfd040a4" "lita1lita8" 0 1 1 "lita" "diff" 3551 1 "native" "good" 3 FALSE
"bfd040a4" "lita1lita1" 0 0 1 "lita" "same" 5887 1 "native" "good" 3 FALSE
"bfd040a4" "lita8lita8" 0 0 1 "lita" "same" 5173 1 "native" "good" 3 FALSE
"bfd040a4" "guta1guta1" 1 0 1 "guta" "same" 3135 1 "native" "good" 3 FALSE
"bfd040a4" "guta8guta8" 1 0 1 "guta" "same" 2962 1 "native" "good" 3 FALSE
"bfd040a4" "guta1guta8" 1 0 0 "guta" "diff" 3857 1 "native" "good" 3 FALSE
"bfd040a4" "guta8guta1" 1 0 0 "guta" "diff" 3071 1 "native" "good" 3 FALSE
"bfd040a4" "lita1lita1" 1 0 1 "lita" "same" 2944 1 "native" "good" 3 FALSE
"bfd040a4" "lita8lita1" 1 0 0 "lita" "diff" 4575 1 "native" "good" 3 FALSE
"bfd040a4" "lita1lita8" 1 0 0 "lita" "diff" 9400 1 "native" "good" 3 FALSE
"bfd040a4" "lita8lita8" 1 0 1 "lita" "same" 6265 1 "native" "good" 3 FALSE
"62e93fe8" "guta8guta8" 0 0 1 "guta" "same" 2815 1 "native" "good" 3 FALSE
"62e93fe8" "guta1guta8" 0 0 0 "guta" "diff" 2699 1 "native" "good" 3 FALSE
"62e93fe8" "guta8guta1" 0 0 0 "guta" "diff" 2870 1 "native" "good" 3 FALSE
"62e93fe8" "guta1guta1" 0 0 1 "guta" "same" 3100 1 "native" "good" 3 FALSE
"62e93fe8" "lita1lita1" 0 0 1 "lita" "same" 2975 1 "native" "good" 3 FALSE
"62e93fe8" "lita1lita8" 0 0 0 "lita" "diff" 2448 1 "native" "good" 3 FALSE
"62e93fe8" "lita8lita8" 0 0 1 "lita" "same" 2789 1 "native" "good" 3 FALSE
"62e93fe8" "lita8lita1" 0 0 0 "lita" "diff" 2702 1 "native" "good" 3 FALSE
"62e93fe8" "guta1guta1" 1 0 1 "guta" "same" 2602 1 "native" "good" 3 FALSE
"62e93fe8" "guta1guta8" 1 0 0 "guta" "diff" 2774 1 "native" "good" 3 FALSE
"62e93fe8" "guta8guta1" 1 0 0 "guta" "diff" 2352 1 "native" "good" 3 FALSE
"62e93fe8" "guta8guta8" 1 0 1 "guta" "same" 2555 1 "native" "good" 3 FALSE
"62e93fe8" "lita8lita1" 1 0 0 "lita" "diff" 2650 1 "native" "good" 3 FALSE
"62e93fe8" "lita1lita1" 1 0 1 "lita" "same" 2740 1 "native" "good" 3 FALSE
"62e93fe8" "lita1lita8" 1 0 0 "lita" "diff" 2357 1 "native" "good" 3 FALSE
"62e93fe8" "lita8lita8" 1 0 1 "lita" "same" 2464 1 "native" "good" 3 FALSE
"8aa80836" "guta8guta8" 0 0 1 "guta" "same" 3486 1 "native" "good" 3 FALSE
"8aa80836" "guta1guta1" 0 0 1 "guta" "same" 3087 1 "native" "good" 3 FALSE
"8aa80836" "guta1guta8" 0 1 1 "guta" "diff" 3684 1 "native" "good" 3 FALSE
"8aa80836" "guta8guta1" 0 1 1 "guta" "diff" 3716 1 "native" "good" 3 FALSE
"8aa80836" "lita8lita8" 0 0 1 "lita" "same" 3336 1 "native" "good" 3 FALSE
"8aa80836" "lita8lita1" 0 1 1 "lita" "diff" 3471 1 "native" "good" 3 FALSE
"8aa80836" "lita1lita1" 0 0 1 "lita" "same" 3277 1 "native" "good" 3 FALSE
"8aa80836" "lita1lita8" 0 1 1 "lita" "diff" 3489 1 "native" "good" 3 FALSE
"8aa80836" "guta8guta1" 1 1 1 "guta" "diff" 3279 1 "native" "good" 3 FALSE
"8aa80836" "guta1guta8" 1 1 1 "guta" "diff" 2813 1 "native" "good" 3 FALSE
"8aa80836" "guta1guta1" 1 0 1 "guta" "same" 3182 1 "native" "good" 3 FALSE
"8aa80836" "guta8guta8" 1 0 1 "guta" "same" 2871 1 "native" "good" 3 FALSE
"8aa80836" "lita8lita8" 1 0 1 "lita" "same" 2980 1 "native" "good" 3 FALSE
"8aa80836" "lita1lita1" 1 0 1 "lita" "same" 3333 1 "native" "good" 3 FALSE
"8aa80836" "lita1lita8" 1 1 1 "lita" "diff" 3232 1 "native" "good" 3 FALSE
"8aa80836" "lita8lita1" 1 1 1 "lita" "diff" 3097 1 "native" "good" 3 FALSE
"39702331" "guta1guta8" 0 0 0 "guta" "diff" 3677 0.875 "native" "good" 3 FALSE
"39702331" "guta8guta8" 0 0 1 "guta" "same" 3285 0.875 "native" "good" 3 FALSE
"39702331" "guta8guta1" 0 0 0 "guta" "diff" 3071 0.875 "native" "good" 3 FALSE
"39702331" "guta1guta1" 0 0 1 "guta" "same" 2967 0.875 "native" "good" 3 FALSE
"39702331" "lita8lita1" 0 0 0 "lita" "diff" 3470 0.875 "native" "good" 3 FALSE
"39702331" "lita8lita8" 0 0 1 "lita" "same" 3206 0.875 "native" "good" 3 FALSE
"39702331" "lita1lita8" 0 0 0 "lita" "diff" 3840 0.875 "native" "good" 3 FALSE
"39702331" "lita1lita1" 0 0 1 "lita" "same" 3456 0.875 "native" "good" 3 FALSE
"39702331" "guta8guta1" 1 0 0 "guta" "diff" 3168 0.875 "native" "good" 3 FALSE
"39702331" "guta1guta1" 1 0 1 "guta" "same" 3092 0.875 "native" "good" 3 FALSE
"39702331" "guta1guta8" 1 0 0 "guta" "diff" 3005 0.875 "native" "good" 3 FALSE
"39702331" "guta8guta8" 1 0 1 "guta" "same" 2610 0.875 "native" "good" 3 FALSE
"39702331" "lita8lita8" 1 0 1 "lita" "same" 2786 0.875 "native" "good" 3 FALSE
"39702331" "lita8lita1" 1 0 0 "lita" "diff" 3156 0.875 "native" "good" 3 FALSE
"39702331" "lita1lita8" 1 0 0 "lita" "diff" 2283 0.875 "native" "good" 3 FALSE
"39702331" "lita1lita1" 1 0 1 "lita" "same" 2622 0.875 "native" "good" 3 FALSE
"daa86093" "guta8guta1" 0 1 1 "guta" "diff" 3496 0.75 "native" "good" 3 FALSE
"daa86093" "guta1guta8" 0 1 1 "guta" "diff" 4077 0.75 "native" "good" 3 FALSE
"daa86093" "guta1guta1" 0 0 1 "guta" "same" 3983 0.75 "native" "good" 3 FALSE
"daa86093" "guta8guta8" 0 0 1 "guta" "same" 4677 0.75 "native" "good" 3 FALSE
"daa86093" "lita1lita8" 0 1 1 "lita" "diff" 3944 0.75 "native" "good" 3 FALSE
"daa86093" "lita1lita1" 0 0 1 "lita" "same" 3328 0.75 "native" "good" 3 FALSE
"daa86093" "lita8lita8" 0 0 1 "lita" "same" 3430 0.75 "native" "good" 3 FALSE
"daa86093" "lita8lita1" 0 1 1 "lita" "diff" 3702 0.75 "native" "good" 3 FALSE
"daa86093" "guta1guta1" 1 0 1 "guta" "same" 3000 0.75 "native" "good" 3 FALSE
"daa86093" "guta1guta8" 1 1 1 "guta" "diff" 3790 0.75 "native" "good" 3 FALSE
"daa86093" "guta8guta1" 1 1 1 "guta" "diff" 4107 0.75 "native" "good" 3 FALSE
"daa86093" "guta8guta8" 1 0 1 "guta" "same" 3108 0.75 "native" "good" 3 FALSE
"daa86093" "lita8lita8" 1 0 1 "lita" "same" 3242 0.75 "native" "good" 3 FALSE
"daa86093" "lita8lita1" 1 1 1 "lita" "diff" 3316 0.75 "native" "good" 3 FALSE
"daa86093" "lita1lita1" 1 0 1 "lita" "same" 3252 0.75 "native" "good" 3 FALSE
"daa86093" "lita1lita8" 1 0 0 "lita" "diff" 3433 0.75 "native" "good" 3 FALSE
"7be9016c" "guta1guta1" 0 0 1 "guta" "same" 4020 1 "native" "good" 3 FALSE
"7be9016c" "guta8guta1" 0 1 1 "guta" "diff" 6013 1 "native" "good" 3 FALSE
"7be9016c" "guta1guta8" 0 1 1 "guta" "diff" 4543 1 "native" "good" 3 FALSE
"7be9016c" "guta8guta8" 0 0 1 "guta" "same" 4420 1 "native" "good" 3 FALSE
"7be9016c" "lita1lita8" 0 1 1 "lita" "diff" 4396 1 "native" "good" 3 FALSE
"7be9016c" "lita8lita1" 0 1 1 "lita" "diff" 5018 1 "native" "good" 3 FALSE
"7be9016c" "lita1lita1" 0 0 1 "lita" "same" 3668 1 "native" "good" 3 FALSE
"7be9016c" "lita8lita8" 0 0 1 "lita" "same" 3595 1 "native" "good" 3 FALSE
"7be9016c" "guta1guta1" 1 0 1 "guta" "same" 2996 1 "native" "good" 3 FALSE
"7be9016c" "guta8guta1" 1 1 1 "guta" "diff" 2853 1 "native" "good" 3 FALSE
"7be9016c" "guta1guta8" 1 1 1 "guta" "diff" 2828 1 "native" "good" 3 FALSE
"7be9016c" "guta8guta8" 1 0 1 "guta" "same" 3162 1 "native" "good" 3 FALSE
"7be9016c" "lita8lita1" 1 1 1 "lita" "diff" 3181 1 "native" "good" 3 FALSE
"7be9016c" "lita8lita8" 1 0 1 "lita" "same" 2831 1 "native" "good" 3 FALSE
"7be9016c" "lita1lita8" 1 1 1 "lita" "diff" 2712 1 "native" "good" 3 FALSE
"7be9016c" "lita1lita1" 1 0 1 "lita" "same" 2746 1 "native" "good" 3 FALSE
"4d6e60e7" "guta8guta1" 0 0 0 "guta" "diff" 3503 1 "native" "good" 3 FALSE
"4d6e60e7" "guta1guta8" 0 0 0 "guta" "diff" 3620 1 "native" "good" 3 FALSE
"4d6e60e7" "guta1guta1" 0 1 0 "guta" "same" 4029 1 "native" "good" 3 FALSE
"4d6e60e7" "guta8guta8" 0 0 1 "guta" "same" 3576 1 "native" "good" 3 FALSE
"4d6e60e7" "lita1lita1" 0 0 1 "lita" "same" 4565 1 "native" "good" 3 FALSE
"4d6e60e7" "lita8lita1" 0 1 1 "lita" "diff" 3972 1 "native" "good" 3 FALSE
"4d6e60e7" "lita8lita8" 0 0 1 "lita" "same" 3596 1 "native" "good" 3 FALSE
"4d6e60e7" "lita1lita8" 0 0 0 "lita" "diff" 3336 1 "native" "good" 3 FALSE
"4d6e60e7" "guta1guta8" 1 1 1 "guta" "diff" 3052 1 "native" "good" 3 FALSE
"4d6e60e7" "guta1guta1" 1 0 1 "guta" "same" 3365 1 "native" "good" 3 FALSE
"4d6e60e7" "guta8guta1" 1 1 1 "guta" "diff" 3034 1 "native" "good" 3 FALSE
"4d6e60e7" "guta8guta8" 1 1 0 "guta" "same" 3254 1 "native" "good" 3 FALSE
"4d6e60e7" "lita1lita8" 1 0 0 "lita" "diff" 3310 1 "native" "good" 3 FALSE
"4d6e60e7" "lita8lita1" 1 0 0 "lita" "diff" 2993 1 "native" "good" 3 FALSE
"4d6e60e7" "lita8lita8" 1 0 1 "lita" "same" 3180 1 "native" "good" 3 FALSE
"4d6e60e7" "lita1lita1" 1 0 1 "lita" "same" 2824 1 "native" "good" 3 FALSE
"29662dfb" "guta1guta8" 0 1 1 "guta" "diff" 3862 0.875 "native" "good" 3 FALSE
"29662dfb" "guta8guta1" 0 1 1 "guta" "diff" 3882 0.875 "native" "good" 3 FALSE
"29662dfb" "guta8guta8" 0 0 1 "guta" "same" 3687 0.875 "native" "good" 3 FALSE
"29662dfb" "guta1guta1" 0 0 1 "guta" "same" 3219 0.875 "native" "good" 3 FALSE
"29662dfb" "lita1lita8" 0 1 1 "lita" "diff" 3549 0.875 "native" "good" 3 FALSE
"29662dfb" "lita8lita1" 0 1 1 "lita" "diff" 3542 0.875 "native" "good" 3 FALSE
"29662dfb" "lita8lita8" 0 0 1 "lita" "same" 4297 0.875 "native" "good" 3 FALSE
"29662dfb" "lita1lita1" 0 0 1 "lita" "same" 3103 0.875 "native" "good" 3 FALSE
"29662dfb" "guta8guta1" 1 1 1 "guta" "diff" 3565 0.875 "native" "good" 3 FALSE
"29662dfb" "guta8guta8" 1 0 1 "guta" "same" 3281 0.875 "native" "good" 3 FALSE
"29662dfb" "guta1guta1" 1 0 1 "guta" "same" 3668 0.875 "native" "good" 3 FALSE
"29662dfb" "guta1guta8" 1 1 1 "guta" "diff" 3222 0.875 "native" "good" 3 FALSE
"29662dfb" "lita8lita1" 1 1 1 "lita" "diff" 3417 0.875 "native" "good" 3 FALSE
"29662dfb" "lita8lita8" 1 0 1 "lita" "same" 3101 0.875 "native" "good" 3 FALSE
"29662dfb" "lita1lita1" 1 0 1 "lita" "same" 2999 0.875 "native" "good" 3 FALSE
"29662dfb" "lita1lita8" 1 1 1 "lita" "diff" 3444 0.875 "native" "good" 3 FALSE
"ac11dcc" "guta8guta8" 0 0 1 "guta" "same" 5518 1 "native" "good" 3 FALSE
"ac11dcc" "guta1guta8" 0 0 0 "guta" "diff" 7519 1 "native" "good" 3 FALSE
"ac11dcc" "guta1guta1" 0 0 1 "guta" "same" 7096 1 "native" "good" 3 FALSE
"ac11dcc" "guta8guta1" 0 0 0 "guta" "diff" 5620 1 "native" "good" 3 FALSE
"ac11dcc" "lita8lita8" 0 0 1 "lita" "same" 7141 1 "native" "good" 3 FALSE
"ac11dcc" "lita8lita1" 0 0 0 "lita" "diff" 4955 1 "native" "good" 3 FALSE
"ac11dcc" "lita1lita8" 0 0 0 "lita" "diff" 5079 1 "native" "good" 3 FALSE
"ac11dcc" "lita1lita1" 0 0 1 "lita" "same" 4381 1 "native" "good" 3 FALSE
"ac11dcc" "guta1guta8" 1 0 0 "guta" "diff" 4656 1 "native" "good" 3 FALSE
"ac11dcc" "guta1guta1" 1 0 1 "guta" "same" 5139 1 "native" "good" 3 FALSE
"ac11dcc" "guta8guta1" 1 0 0 "guta" "diff" 4883 1 "native" "good" 3 FALSE
"ac11dcc" "guta8guta8" 1 0 1 "guta" "same" 4946 1 "native" "good" 3 FALSE
"ac11dcc" "lita1lita8" 1 0 0 "lita" "diff" 10918 1 "native" "good" 3 FALSE
"ac11dcc" "lita8lita1" 1 0 0 "lita" "diff" 6433 1 "native" "good" 3 FALSE
"ac11dcc" "lita1lita1" 1 0 1 "lita" "same" 3943 1 "native" "good" 3 FALSE
"ac11dcc" "lita8lita8" 1 0 1 "lita" "same" 5258 1 "native" "good" 3 FALSE
"53a58a2" "guta8guta1" 0 0 0 "guta" "diff" 4106 1 "native" "good" 1 FALSE
"53a58a2" "guta1guta8" 0 0 0 "guta" "diff" 3114 1 "native" "good" 1 FALSE
"53a58a2" "guta8guta8" 0 0 1 "guta" "same" 3306 1 "native" "good" 1 FALSE
"53a58a2" "guta1guta1" 0 0 1 "guta" "same" 3582 1 "native" "good" 1 FALSE
"53a58a2" "lita8lita8" 0 0 1 "lita" "same" 3282 1 "native" "good" 1 FALSE
"53a58a2" "lita1lita1" 0 0 1 "lita" "same" 3748 1 "native" "good" 1 FALSE
"53a58a2" "lita1lita8" 0 1 1 "lita" "diff" 3374 1 "native" "good" 1 FALSE
"53a58a2" "lita8lita1" 0 0 0 "lita" "diff" 3223 1 "native" "good" 1 FALSE
"53a58a2" "guta8guta8" 1 0 1 "guta" "same" 2756 1 "native" "good" 1 FALSE
"53a58a2" "guta1guta8" 1 0 0 "guta" "diff" 2764 1 "native" "good" 1 FALSE
"53a58a2" "guta8guta1" 1 0 0 "guta" "diff" 2834 1 "native" "good" 1 FALSE
"53a58a2" "guta1guta1" 1 0 1 "guta" "same" 2732 1 "native" "good" 1 FALSE
"53a58a2" "lita8lita1" 1 0 0 "lita" "diff" 2737 1 "native" "good" 1 FALSE
"53a58a2" "lita1lita1" 1 0 1 "lita" "same" 2611 1 "native" "good" 1 FALSE
"53a58a2" "lita8lita8" 1 0 1 "lita" "same" 2780 1 "native" "good" 1 FALSE
"53a58a2" "lita1lita8" 1 0 0 "lita" "diff" 2702 1 "native" "good" 1 FALSE
"724e352c" "guta8guta1" 0 0 0 "guta" "diff" 2822 0.75 "native" "good" 1 FALSE
"724e352c" "guta1guta8" 0 0 0 "guta" "diff" 2974 0.75 "native" "good" 1 FALSE
"724e352c" "guta1guta1" 0 0 1 "guta" "same" 2213 0.75 "native" "good" 1 FALSE
"724e352c" "guta8guta8" 0 0 1 "guta" "same" 2466 0.75 "native" "good" 1 FALSE
"724e352c" "lita8lita8" 0 0 1 "lita" "same" 2787 0.75 "native" "good" 1 FALSE
"724e352c" "lita1lita1" 0 1 0 "lita" "same" 2504 0.75 "native" "good" 1 FALSE
"724e352c" "lita8lita1" 0 0 0 "lita" "diff" 2500 0.75 "native" "good" 1 FALSE
"724e352c" "lita1lita8" 0 0 0 "lita" "diff" 2698 0.75 "native" "good" 1 FALSE
"724e352c" "guta1guta1" 1 0 1 "guta" "same" 2739 0.75 "native" "good" 1 FALSE
"724e352c" "guta8guta8" 1 0 1 "guta" "same" 2263 0.75 "native" "good" 1 FALSE
"724e352c" "guta8guta1" 1 0 0 "guta" "diff" 2375 0.75 "native" "good" 1 FALSE
"724e352c" "guta1guta8" 1 0 0 "guta" "diff" 2805 0.75 "native" "good" 1 FALSE
"724e352c" "lita1lita1" 1 1 0 "lita" "same" 2270 0.75 "native" "good" 1 FALSE
"724e352c" "lita8lita1" 1 1 1 "lita" "diff" 2503 0.75 "native" "good" 1 FALSE
"724e352c" "lita8lita8" 1 1 0 "lita" "same" 2914 0.75 "native" "good" 1 FALSE
"724e352c" "lita1lita8" 1 0 0 "lita" "diff" 2815 0.75 "native" "good" 1 FALSE
"31e8db6a" "guta8guta8" 0 0 1 "guta" "same" 3168 1 "native" "good" 1 FALSE
"31e8db6a" "guta1guta8" 0 0 0 "guta" "diff" 3239 1 "native" "good" 1 FALSE
"31e8db6a" "guta1guta1" 0 0 1 "guta" "same" 3173 1 "native" "good" 1 FALSE
"31e8db6a" "guta8guta1" 0 0 0 "guta" "diff" 3532 1 "native" "good" 1 FALSE
"31e8db6a" "lita1lita8" 0 0 0 "lita" "diff" 3484 1 "native" "good" 1 FALSE
"31e8db6a" "lita8lita1" 0 0 0 "lita" "diff" 3442 1 "native" "good" 1 FALSE
"31e8db6a" "lita1lita1" 0 0 1 "lita" "same" 4107 1 "native" "good" 1 FALSE
"31e8db6a" "lita8lita8" 0 0 1 "lita" "same" 3624 1 "native" "good" 1 FALSE
"31e8db6a" "guta8guta8" 1 0 1 "guta" "same" 2955 1 "native" "good" 1 FALSE
"31e8db6a" "guta1guta8" 1 0 0 "guta" "diff" 3090 1 "native" "good" 1 FALSE
"31e8db6a" "guta8guta1" 1 0 0 "guta" "diff" 2859 1 "native" "good" 1 FALSE
"31e8db6a" "guta1guta1" 1 0 1 "guta" "same" 3142 1 "native" "good" 1 FALSE
"31e8db6a" "lita1lita1" 1 0 1 "lita" "same" 3288 1 "native" "good" 1 FALSE
"31e8db6a" "lita8lita8" 1 0 1 "lita" "same" 3282 1 "native" "good" 1 FALSE
"31e8db6a" "lita1lita8" 1 0 0 "lita" "diff" 2963 1 "native" "good" 1 FALSE
"31e8db6a" "lita8lita1" 1 0 0 "lita" "diff" 3296 1 "native" "good" 1 FALSE
"816f4f51" "guta1guta8" 0 0 0 "guta" "diff" 6678 1 "native" "good" 1 FALSE
"816f4f51" "guta8guta8" 0 0 1 "guta" "same" 4005 1 "native" "good" 1 FALSE
"816f4f51" "guta8guta1" 0 0 0 "guta" "diff" 4251 1 "native" "good" 1 FALSE
"816f4f51" "guta1guta1" 0 0 1 "guta" "same" 4309 1 "native" "good" 1 FALSE
"816f4f51" "lita1lita8" 0 0 0 "lita" "diff" 4428 1 "native" "good" 1 FALSE
"816f4f51" "lita8lita1" 0 0 0 "lita" "diff" 5080 1 "native" "good" 1 FALSE
"816f4f51" "lita1lita1" 0 0 1 "lita" "same" 5333 1 "native" "good" 1 FALSE
